customer_id,first_name,last_name,email,phone,loyalty_tier,created_date
144,Parker,Martinez,pmartinez3674@icloud.com,310-558-7022,None,2024-10-12
145,Amelia,Anderson,aanderson9190@icloud.com,985-836-1430,Silver,2025-11-04
146,Rowan,Johnson,rjohnson4477@outlook.com,919-980-6062,Gold,2024-12-25
147,Alex,Lopez,alopez9278@outlook.com,873-610-2140,None,2025-10-10
148,Jordan,Garcia,jgarcia3524@proton.me,585-629-8432,None,2025-01-13
149,Elliot,Lee,elee9768@proton.me,286-253-3549,None,2025-09-24
150,Morgan,Garcia,mgarcia7259@yahoo.com,877-634-8957,Silver,2025-02-28
151,Rowan,Wilson,rwilson1864@proton.me,553-640-2816,None,2025-11-25
152,Mia,King,mking744@yahoo.com,425-604-1897,None,2024-11-04
153,Parker,Rodriguez,prodriguez4742@yahoo.com,535-322-1126,None,2025-03-16
154,Charlie,Rodriguez,crodriguez8725@icloud.com,920-435-9196,Silver,2025-11-15
155,Emerson,Jones,ejones693@icloud.com,646-219-8532,Gold,2024-11-16
156,Amelia,Ramirez,aramirez6626@proton.me,926-855-7843,None,2025-02-18
157,Jordan,Lee,jlee7538@outlook.com,906-570-2443,None,2024-04-18
158,Reese,Ramirez,rramirez6560@proton.me,736-280-7484,Gold,2024-12-13
159,Hayden,Perez,hperez1251@outlook.com,722-848-2868,None,2024-07-17
160,Emerson,Thompson,ethompson3871@outlook.com,305-349-5193,None,2025-09-08
161,Drew,Jones,djones8095@outlook.com,675-972-8354,Silver,2025-08-01
162,Jesse,Lee,jlee7205@outlook.com,269-680-8245,Silver,2024-10-08
163,Morgan,Thompson,mthompson1215@proton.me,517-672-8404,None,2025-01-12
164,Finley,Jones,fjones9733@gmail.com,719-593-8581,Silver,2024-02-12
165,Sophia,Torres,storres5267@outlook.com,819-687-9214,None,2024-03-04
166,Sophia,Miller,smiller1381@yahoo.com,716-861-3827,None,2025-12-25
167,Sophia,Lewis,slewis8564@proton.me,824-362-6962,None,2024-10-16
168,Logan,Clark,lclark9795@yahoo.com,253-846-6482,None,2024-04-06
169,Lucas,Harris,lharris4128@yahoo.com,941-872-3463,None,2025-08-19
170,Drew,Thompson,dthompson6421@yahoo.com,332-809-2388,None,2025-01-20
171,Dakota,Rodriguez,drodriguez1531@proton.me,861-886-7937,None,2024-01-19
172,Kai,Martin,kmartin3509@outlook.com,549-984-8967,None,2024-05-20
173,Drew,Jones,djones1657@yahoo.com,719-989-9843,Gold,2025-06-23
174,Taylor,Perez,tperez2147@proton.me,811-585-3527,None,2025-12-10
175,Sam,Lewis,slewis6731@gmail.com,573-892-4891,Platinum,2025-09-17
176,Finley,Lewis,flewis8749@outlook.com,444-516-8684,Gold,2024-07-17
177,Kai,Torres,ktorres7564@icloud.com,987-488-7256,None,2025-03-04
178,Sam,Gonzalez,sgonzalez2267@proton.me,456-253-8873,Gold,2025-07-21
179,Avery,King,aking4670@gmail.com,285-981-3626,None,2025-06-09
180,Drew,Ramirez,dramirez3637@gmail.com,661-557-1436,None,2025-02-09
181,Ethan,White,ewhite6326@outlook.com,283-583-4678,None,2024-04-11
182,Dakota,Martinez,dmartinez627@outlook.com,493-683-3273,Silver,2025-04-25
183,Sophia,Flores,sflores1298@gmail.com,219-462-4533,Gold,2025-07-15
184,Ava,Ramirez,aramirez4720@gmail.com,443-508-2996,None,2025-03-05
185,Liam,Jones,ljones8189@gmail.com,811-748-1269,Silver,2025-08-11
186,Reese,Martinez,rmartinez7032@yahoo.com,201-829-6780,None,2025-03-02
187,Charlie,Garcia,cgarcia5908@proton.me,269-738-9914,None,2025-06-03
188,Lucas,Johnson,ljohnson7702@icloud.com,244-850-7338,Platinum,2024-09-16
189,Jordan,Thompson,jthompson5649@gmail.com,446-950-2698,Silver,2024-12-06
190,Cameron,Williams,cwilliams8945@yahoo.com,546-858-3868,Gold,2025-12-02
191,Liam,Walker,lwalker2209@outlook.com,264-933-8498,None,2024-07-25
192,Taylor,Gonzalez,tgonzalez5170@gmail.com,517-727-7524,Platinum,2025-07-10
193,Emma,Taylor,etaylor3131@gmail.com,492-565-1783,Gold,2024-12-05
194,Rowan,Davis,rdavis7159@yahoo.com,609-961-8204,Gold,2025-01-30
195,Dakota,Lopez,dlopez8151@icloud.com,576-731-5369,Gold,2025-03-10
196,Riley,Ramirez,rramirez2956@proton.me,758-500-6262,None,2024-12-01
197,Finley,Martin,fmartin9873@icloud.com,934-636-3730,Silver,2024-12-25
198,Sophia,Williams,swilliams7126@yahoo.com,481-854-1939,None,2025-10-14
199,Mason,White,mwhite2621@proton.me,231-346-8179,None,2024-03-09
200,Reese,White,rwhite6272@yahoo.com,780-233-3513,Silver,2025-01-14
201,Kai,Lewis,klewis9403@gmail.com,340-742-7012,None,2025-10-27
202,Rowan,Thomas,rthomas424@gmail.com,953-390-9176,None,2025-07-29
203,Jamie,Taylor,jtaylor7311@yahoo.com,419-826-5678,Silver,2025-05-17
204,Quinn,Davis,qdavis1213@outlook.com,662-376-8292,Platinum,2025-11-29
205,Jesse,Thompson,jthompson9011@gmail.com,755-497-5914,Gold,2025-12-29
206,Charlie,White,cwhite3673@proton.me,324-405-3275,None,2025-05-20
207,Jordan,White,jwhite9376@proton.me,577-678-3126,Silver,2024-03-29
208,Casey,Martin,cmartin7842@icloud.com,738-620-7708,Gold,2024-03-16
209,Cameron,Lee,clee7372@gmail.com,677-896-9476,None,2025-07-18
210,Charlie,Rodriguez,crodriguez8238@icloud.com,256-327-9488,None,2024-06-17
211,Sam,Lee,slee5669@outlook.com,731-490-2292,None,2025-10-12
212,Lucas,Moore,lmoore4961@outlook.com,829-746-2530,None,2024-06-21
213,Drew,Hernandez,dhernandez9914@proton.me,545-777-1674,Gold,2024-01-30
214,Riley,Williams,rwilliams4336@proton.me,866-415-7825,Silver,2024-02-01
215,Mia,Wright,mwright4949@yahoo.com,694-450-7653,None,2024-03-15
216,Morgan,Hernandez,mhernandez6809@icloud.com,695-675-4342,None,2024-05-27
217,Jesse,Lee,jlee6532@yahoo.com,333-978-7070,None,2024-04-18
218,Jesse,Thomas,jthomas2007@icloud.com,473-660-5061,None,2024-02-21
219,Finley,Harris,fharris6850@proton.me,454-363-6364,Gold,2024-11-16
220,Quinn,Hernandez,qhernandez8433@icloud.com,678-710-6055,None,2024-04-02
221,Mason,Allen,mallen3944@icloud.com,420-797-6781,None,2024-10-15
222,Mia,Hill,mhill4681@icloud.com,749-208-2761,None,2024-09-27
223,Kai,Sanchez,ksanchez741@yahoo.com,610-252-4189,None,2024-10-22
224,Casey,Harris,charris7378@proton.me,982-763-5582,Gold,2025-09-30
225,Jamie,Rodriguez,jrodriguez6453@gmail.com,582-547-6990,Silver,2024-07-22
226,Ethan,Sanchez,esanchez659@proton.me,246-239-3245,Silver,2025-04-30
227,Ava,Robinson,arobinson9932@outlook.com,727-343-6373,Gold,2024-11-22
228,Sam,Sanchez,ssanchez4902@proton.me,807-544-9311,Gold,2025-06-29
229,Mia,Torres,mtorres7780@yahoo.com,217-577-6427,Silver,2025-03-02
230,Elliot,Johnson,ejohnson7775@proton.me,471-871-4728,Silver,2025-08-20
231,Emma,Hernandez,ehernandez6229@proton.me,351-897-4968,None,2025-12-18
232,Jamie,Gonzalez,jgonzalez7225@gmail.com,521-628-3481,None,2024-07-27
233,Noah,Allen,nallen7726@proton.me,953-944-2020,Silver,2025-06-15
234,Parker,Scott,pscott7837@yahoo.com,738-585-6140,Platinum,2025-04-15
235,Isabella,Perez,iperez5804@proton.me,892-990-5331,Silver,2024-07-15
236,Reese,Moore,rmoore4890@proton.me,430-504-5735,Silver,2025-12-07
237,Mia,Lee,mlee5714@icloud.com,773-938-5480,None,2025-08-10
238,Isabella,Harris,iharris5654@icloud.com,991-349-5758,None,2024-03-21
239,Emerson,Lewis,elewis7849@yahoo.com,419-406-9824,None,2025-07-29
240,Rowan,Rodriguez,rrodriguez9614@gmail.com,445-448-1831,Silver,2025-06-27
241,Hayden,Anderson,handerson1641@gmail.com,623-538-8739,None,2024-05-20
242,Alex,Scott,ascott6666@outlook.com,868-687-8822,Silver,2024-10-21
243,Jesse,Jackson,jjackson1465@gmail.com,867-787-4804,None,2024-02-08
244,Charlie,Clark,cclark595@outlook.com,606-707-4052,Gold,2024-10-23
245,Taylor,Smith,tsmith9305@yahoo.com,817-309-6489,None,2025-10-18
246,Isabella,King,iking2198@icloud.com,716-679-5470,None,2024-04-25
247,Dakota,Hernandez,dhernandez4215@icloud.com,935-390-1230,Silver,2024-10-29
248,Amelia,Gonzalez,agonzalez6643@outlook.com,637-727-6372,None,2025-11-16
249,Avery,Lopez,alopez7822@outlook.com,531-454-1111,None,2024-08-29
250,Sophia,Moore,smoore4947@yahoo.com,796-940-1187,None,2025-01-03
251,Reese,Brown,rbrown7625@gmail.com,514-363-7642,Silver,2025-12-21
252,Elliot,Davis,edavis6021@yahoo.com,829-426-4590,Platinum,2025-05-04
253,Drew,Robinson,drobinson6121@proton.me,625-918-9998,Gold,2025-07-04
254,Parker,Thomas,pthomas1341@proton.me,738-657-9653,Silver,2024-03-20
255,Amelia,Davis,adavis8972@gmail.com,717-407-9792,None,2024-12-01
256,Ava,Lewis,alewis3365@gmail.com,934-797-9008,None,2025-06-06
257,Sophia,Brown,sbrown2161@icloud.com,725-625-8484,Silver,2025-07-26
258,Liam,Martin,lmartin6487@gmail.com,460-203-4570,Silver,2024-02-16
259,Olivia,Thompson,othompson8866@gmail.com,261-270-8734,None,2025-02-22
260,Charlie,Rodriguez,crodriguez6135@icloud.com,591-659-7184,None,2025-11-30
261,Isabella,Rodriguez,irodriguez1943@yahoo.com,382-750-7439,None,2024-08-16
262,Alex,Johnson,ajohnson7585@yahoo.com,889-936-9920,None,2025-01-23
263,Hayden,Thomas,hthomas5671@icloud.com,358-482-4088,Gold,2024-04-25
264,Taylor,Clark,tclark256@proton.me,446-411-2102,None,2024-02-04
265,Sophia,Hill,shill4009@gmail.com,958-245-7590,None,2025-07-06
266,Parker,Brown,pbrown8255@outlook.com,496-439-6224,Silver,2025-11-19
267,Jesse,Thomas,jthomas2347@yahoo.com,876-733-4621,None,2024-10-08
268,Morgan,Scott,mscott2869@proton.me,841-895-7999,Silver,2024-02-18
269,Emerson,Harris,eharris5222@proton.me,913-626-7688,None,2025-01-20
270,Charlie,Wright,cwright3948@icloud.com,430-507-3365,Gold,2024-02-29
271,Lucas,Clark,lclark9130@icloud.com,742-337-7363,None,2024-07-27
272,Dakota,Garcia,dgarcia6079@icloud.com,294-748-4120,None,2025-01-21
273,Taylor,Jones,tjones9626@outlook.com,941-887-4555,None,2024-12-06
274,Elliot,Smith,esmith3113@outlook.com,959-320-8846,Gold,2025-12-13
275,Parker,Sanchez,psanchez9045@outlook.com,529-994-5637,None,2025-06-30
276,Emerson,Martin,emartin5892@yahoo.com,725-709-8635,None,2025-04-25
277,Jesse,Wilson,jwilson5126@yahoo.com,623-246-4625,Silver,2024-01-17
278,Skyler,Scott,sscott9488@proton.me,937-627-5836,None,2024-12-03
279,Hayden,Harris,hharris4026@proton.me,711-763-6530,None,2025-05-15
280,Mia,Robinson,mrobinson5770@outlook.com,373-343-9954,None,2025-07-09
281,Morgan,King,mking1217@gmail.com,884-249-1104,None,2025-10-07
282,Hayden,Jones,hjones149@outlook.com,423-717-8471,None,2025-09-24
283,Emma,Young,eyoung108@gmail.com,744-764-7739,None,2025-06-26
284,Rowan,Wright,rwright280@yahoo.com,714-914-8054,Gold,2024-07-02
285,Avery,Miller,amiller2439@proton.me,446-396-9625,None,2024-12-28
286,Rowan,Sanchez,rsanchez6112@gmail.com,615-670-4984,Platinum,2024-08-19
287,Elliot,Garcia,egarcia1531@gmail.com,615-588-7179,Silver,2024-02-27
288,Alex,Hernandez,ahernandez8189@gmail.com,644-860-6427,Silver,2024-04-07
289,Ava,Williams,awilliams3463@outlook.com,908-780-8790,None,2024-03-17
290,Rowan,Wright,rwright539@proton.me,383-522-1256,Platinum,2025-08-24
291,Drew,Sanchez,dsanchez4903@gmail.com,366-777-4939,Silver,2025-02-02
292,Isabella,Perez,iperez2292@icloud.com,905-941-2284,None,2024-12-20
293,Morgan,Miller,mmiller3803@icloud.com,277-548-7499,Platinum,2024-11-30
294,Jordan,Moore,jmoore8038@icloud.com,433-564-7150,None,2025-11-27
295,Logan,Garcia,lgarcia4839@proton.me,452-930-2204,None,2024-06-06
296,Logan,Martinez,lmartinez5188@icloud.com,569-309-2499,None,2024-11-11
297,Sophia,White,swhite1674@yahoo.com,335-289-4070,None,2025-07-24
298,Lucas,Allen,lallen1692@icloud.com,226-291-6798,Silver,2025-09-03
299,Jesse,Harris,jharris4781@gmail.com,623-597-2387,Silver,2025-07-26
300,Reese,Torres,rtorres2778@proton.me,901-589-3777,None,2024-11-04
301,Rowan,Young,ryoung1036@outlook.com,371-645-5521,None,2025-05-10
302,Casey,White,cwhite4040@yahoo.com,938-840-9123,Silver,2024-07-19
303,Liam,Miller,lmiller4991@outlook.com,206-605-6443,Gold,2025-01-24
304,Dakota,Lewis,dlewis7055@yahoo.com,866-808-3230,None,2025-09-09
305,Quinn,Walker,qwalker2910@yahoo.com,607-526-5775,Silver,2025-10-10
306,Mia,Torres,mtorres5339@outlook.com,585-487-7437,None,2025-07-31
307,Quinn,Nguyen,qnguyen2947@proton.me,898-986-1440,Platinum,2025-04-17
308,Parker,Lewis,plewis1133@yahoo.com,618-889-9180,None,2024-11-06
309,Reese,Taylor,rtaylor6932@outlook.com,586-275-8357,Platinum,2025-05-05
310,Mason,Wright,mwright6853@proton.me,756-237-6890,Silver,2025-07-03
311,Riley,Miller,rmiller5816@outlook.com,370-862-1725,Silver,2025-10-22
312,Mason,Perez,mperez1735@icloud.com,210-300-5239,None,2025-06-15
313,Lucas,Nguyen,lnguyen3621@proton.me,656-583-7408,None,2025-11-26
314,Ethan,Martinez,emartinez402@yahoo.com,694-307-5840,None,2024-03-28
315,Jamie,Martinez,jmartinez5110@yahoo.com,551-666-4389,None,2024-12-22
316,Emma,Miller,emiller7412@icloud.com,526-268-5919,None,2025-12-28
317,Jamie,Johnson,jjohnson1791@yahoo.com,893-368-4996,None,2025-07-19
318,Sam,Perez,sperez6985@proton.me,673-437-7636,Silver,2024-07-09
319,Olivia,Sanchez,osanchez3232@gmail.com,660-806-8037,None,2025-12-22
320,Parker,Wilson,pwilson1025@yahoo.com,791-304-9796,None,2024-11-29
321,Quinn,Robinson,qrobinson4298@gmail.com,886-701-9646,Platinum,2024-11-16
322,Logan,Flores,lflores9617@icloud.com,316-556-6766,Gold,2025-09-24
323,Charlie,Martin,cmartin9669@proton.me,286-888-3194,None,2024-09-01
324,Elliot,Davis,edavis6116@outlook.com,910-344-9369,None,2025-09-02
325,Cameron,Torres,ctorres6931@icloud.com,390-698-9804,Silver,2025-10-22
326,Charlie,Scott,cscott8022@outlook.com,495-343-4065,None,2025-04-06
327,Morgan,Thompson,mthompson7939@gmail.com,339-399-7290,Platinum,2025-06-01
328,Mia,Clark,mclark6809@icloud.com,927-654-9006,None,2025-08-01
329,Jordan,Anderson,janderson535@yahoo.com,481-430-9808,None,2025-04-13
330,Amelia,Young,ayoung8369@proton.me,315-786-2871,None,2025-07-10
331,Kai,Wright,kwright7231@gmail.com,759-423-7965,None,2025-10-31
332,Reese,Martin,rmartin7368@gmail.com,469-556-2425,None,2024-04-30
333,Reese,Wilson,rwilson5744@proton.me,927-824-8015,None,2024-05-22
334,Parker,Wilson,pwilson9340@gmail.com,559-745-5605,Silver,2024-06-21
335,Jesse,Jackson,jjackson9383@yahoo.com,473-726-2560,None,2025-02-25
336,Morgan,Moore,mmoore2174@outlook.com,455-349-6277,Gold,2025-11-23
337,Mason,Young,myoung9460@outlook.com,847-475-7786,None,2024-03-18
338,Riley,Sanchez,rsanchez4558@proton.me,911-577-8449,Platinum,2024-12-01
339,Alex,Garcia,agarcia5869@icloud.com,264-747-7516,None,2025-03-15
340,Parker,Young,pyoung5289@yahoo.com,490-545-9967,Silver,2025-08-02
341,Mia,Perez,mperez752@gmail.com,301-841-8529,None,2024-06-10
